CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment,RFM_Score,Customer_Profile
10503,58,4,250.6,2,2,2,222,6,At Risk
10504,71,6,693.63,2,3,4,234,9,Loyal Customers
10505,28,7,258.36,3,4,2,342,9,Loyal Customers
10506,125,3,132.36,1,1,1,111,3,Lost
10507,81,6,306.61,2,3,3,233,8,Potential Loyalists
10508,3,4,215.2,4,2,2,422,8,Potential Loyalists
10509,53,4,181.98000000000002,2,2,2,222,6,At Risk
10510,56,8,662.64,2,4,4,244,10,Loyal Customers
10511,112,4,197.34,1,2,2,122,5,At Risk
10512,148,5,400.76,1,3,4,134,8,Potential Loyalists
10513,179,4,260.29,1,2,2,122,5,At Risk
10514,1,5,416.87,4,3,4,434,11,Champions
10515,69,8,445.23,2,4,4,244,10,Loyal Customers
10516,69,10,438.98,2,4,4,244,10,Loyal Customers
10517,40,3,152.41,3,1,1,311,5,At Risk
10518,19,4,107.63,4,2,1,421,7,Potential Loyalists
10519,17,7,606.23,4,4,4,444,12,Champions
10520,123,6,383.91,1,3,3,133,7,Potential Loyalists
10521,287,3,152.83,1,1,1,111,3,Lost
10522,84,3,305.25,2,1,3,213,6,At Risk
10523,52,8,446.46,2,4,4,244,10,Loyal Customers
10524,102,5,279.06,1,3,3,133,7,Potential Loyalists
10525,29,10,803.42,3,4,4,344,11,Champions
10526,116,4,322.4,1,2,3,123,6,At Risk
10527,297,1,77.99,1,1,1,111,3,Lost
10528,101,4,144.54,1,2,1,121,4,Lost
10529,18,2,110.5,4,1,1,411,6,At Risk
10530,106,3,155.23999999999998,1,1,1,111,3,Lost
10531,28,6,212.89,3,3,2,332,8,Potential Loyalists
10532,16,5,173.46,4,3,2,432,9,Loyal Customers
10533,217,2,138.76,1,1,1,111,3,Lost
10534,34,2,142.89,3,1,1,311,5,At Risk
10535,246,3,137.68,1,1,1,111,3,Lost
10536,104,8,343.48,1,4,3,143,8,Potential Loyalists
10537,54,4,224.94,2,2,2,222,6,At Risk
10538,1,4,127.14,4,2,1,421,7,Potential Loyalists
10539,68,4,98.74000000000001,2,2,1,221,5,At Risk
10540,55,3,156.23000000000002,2,1,1,211,4,Lost
10541,8,6,377.19,4,3,3,433,10,Loyal Customers
10542,5,3,150.0,4,1,1,411,6,At Risk
10543,40,3,127.85999999999999,3,1,1,311,5,At Risk
10544,154,1,59.42,1,1,1,111,3,Lost
10545,137,5,242.72,1,3,2,132,6,At Risk
10546,26,8,357.63,3,4,3,343,10,Loyal Customers
10547,10,6,248.93,4,3,2,432,9,Loyal Customers
10548,151,5,190.59,1,3,2,132,6,At Risk
10549,11,8,318.53000000000003,4,4,3,443,11,Champions
10550,14,7,416.58,4,4,4,444,12,Champions
10551,151,3,197.19,1,1,2,112,4,Lost
10552,49,4,136.95,3,2,1,321,6,At Risk
10553,7,10,757.32,4,4,4,444,12,Champions
10554,181,1,20.66,1,1,1,111,3,Lost
10555,45,6,268.24,3,3,2,332,8,Potential Loyalists
10556,29,5,205.64,3,3,2,332,8,Potential Loyalists
10557,108,6,390.21000000000004,1,3,3,133,7,Potential Loyalists
10558,52,7,371.41,2,4,3,243,9,Loyal Customers
10559,30,3,74.25999999999999,3,1,1,311,5,At Risk
10560,59,7,475.45,2,4,4,244,10,Loyal Customers
10561,26,6,227.86,3,3,2,332,8,Potential Loyalists
10562,49,8,339.83000000000004,3,4,3,343,10,Loyal Customers
10563,138,6,299.71000000000004,1,3,3,133,7,Potential Loyalists
10564,147,3,144.35,1,1,1,111,3,Lost
10565,15,6,281.17,4,3,3,433,10,Loyal Customers
10566,56,4,257.17,2,2,2,222,6,At Risk
10567,26,2,220.09,3,1,2,312,6,At Risk
10568,107,3,148.47,1,1,1,111,3,Lost
10569,1,4,149.94,4,2,1,421,7,Potential Loyalists
10570,72,7,358.54,2,4,3,243,9,Loyal Customers
10571,3,6,421.11,4,3,4,434,11,Champions
10572,103,7,240.11,1,4,2,142,7,Potential Loyalists
10573,53,7,396.39,2,4,3,243,9,Loyal Customers
10574,7,8,361.49,4,4,3,443,11,Champions
10575,4,4,233.26999999999998,4,2,2,422,8,Potential Loyalists
10576,108,3,62.53,1,1,1,111,3,Lost
10577,1,5,218.97,4,3,2,432,9,Loyal Customers
10578,2,6,363.78999999999996,4,3,3,433,10,Loyal Customers
10579,32,6,139.41,3,3,1,331,7,Potential Loyalists
10580,12,6,319.34000000000003,4,3,3,433,10,Loyal Customers
10581,11,5,215.77,4,3,2,432,9,Loyal Customers
10582,116,2,158.42000000000002,1,1,1,111,3,Lost
10583,16,8,342.98,4,4,3,443,11,Champions
10584,30,3,146.02,3,1,1,311,5,At Risk
10585,24,3,150.37,3,1,1,311,5,At Risk
10586,227,3,119.00000000000001,1,1,1,111,3,Lost
10587,123,8,410.28999999999996,1,4,4,144,9,Loyal Customers
10588,53,4,215.26999999999998,2,2,2,222,6,At Risk
10589,70,3,196.79999999999998,2,1,2,212,5,At Risk
10590,39,2,224.0,3,1,2,312,6,At Risk
10591,134,3,245.73,1,1,2,112,4,Lost
10592,5,4,276.19000000000005,4,2,2,422,8,Potential Loyalists
10593,11,8,617.61,4,4,4,444,12,Champions
10594,112,1,67.58,1,1,1,111,3,Lost
10595,42,5,176.78,3,3,2,332,8,Potential Loyalists
10596,310,2,59.7,1,1,1,111,3,Lost
10597,10,7,593.29,4,4,4,444,12,Champions
10598,203,3,107.7,1,1,1,111,3,Lost
10600,7,5,236.31,4,3,2,432,9,Loyal Customers
10601,21,9,338.77,3,4,3,343,10,Loyal Customers
10602,85,1,17.03,2,1,1,211,4,Lost
10603,143,8,351.26,1,4,3,143,8,Potential Loyalists
10604,31,6,445.38,3,3,4,334,10,Loyal Customers
10605,96,2,60.21,2,1,1,211,4,Lost
10606,5,5,264.72,4,3,2,432,9,Loyal Customers
10607,58,5,407.15999999999997,2,3,4,234,9,Loyal Customers
10608,68,4,149.05,2,2,1,221,5,At Risk
10609,50,8,466.79,3,4,4,344,11,Champions
10610,53,3,336.5,2,1,3,213,6,At Risk
10611,21,6,377.62,3,3,3,333,9,Loyal Customers
10612,20,11,738.36,3,4,4,344,11,Champions
10613,13,3,122.57000000000001,4,1,1,411,6,At Risk
10614,164,3,186.96,1,1,2,112,4,Lost
10615,127,5,247.64,1,3,2,132,6,At Risk
10616,48,4,106.36,3,2,1,321,6,At Risk
10617,193,4,315.3,1,2,3,123,6,At Risk
10618,42,4,368.73,3,2,3,323,8,Potential Loyalists
10619,12,7,367.23,4,4,3,443,11,Champions
10620,126,3,195.64,1,1,2,112,4,Lost
10621,200,4,333.90999999999997,1,2,3,123,6,At Risk
10622,10,8,569.73,4,4,4,444,12,Champions
10623,22,5,334.36,3,3,3,333,9,Loyal Customers
10624,166,6,267.77,1,3,2,132,6,At Risk
10625,25,4,176.45,3,2,2,322,7,Potential Loyalists
10626,189,2,134.62,1,1,1,111,3,Lost
10627,10,6,299.25,4,3,3,433,10,Loyal Customers
10628,25,7,354.11,3,4,3,343,10,Loyal Customers
10629,73,5,424.97,2,3,4,234,9,Loyal Customers
10630,50,4,165.82999999999998,3,2,1,321,6,At Risk
10631,45,4,373.18,3,2,3,323,8,Potential Loyalists
10632,56,6,295.92,2,3,3,233,8,Potential Loyalists
10633,56,6,190.87,2,3,2,232,7,Potential Loyalists
10634,175,3,165.53,1,1,1,111,3,Lost
10635,21,2,94.33,3,1,1,311,5,At Risk
10636,1,7,464.53,4,4,4,444,12,Champions
10637,22,7,343.17,3,4,3,343,10,Loyal Customers
10638,62,4,532.96,2,2,4,224,8,Potential Loyalists
10639,58,6,432.76,2,3,4,234,9,Loyal Customers
10640,74,5,165.16,2,3,1,231,6,At Risk
10641,54,5,414.86,2,3,4,234,9,Loyal Customers
10642,17,4,303.31,4,2,3,423,9,Loyal Customers
10643,10,3,156.93,4,1,1,411,6,At Risk
10644,11,6,363.52,4,3,3,433,10,Loyal Customers
10645,11,8,361.86,4,4,3,443,11,Champions
10646,90,3,84.94,2,1,1,211,4,Lost
10647,188,11,631.56,1,4,4,144,9,Loyal Customers
10648,164,3,129.1,1,1,1,111,3,Lost
10649,28,4,49.8,3,2,1,321,6,At Risk
10650,7,2,169.96,4,1,1,411,6,At Risk
10651,57,2,126.14,2,1,1,211,4,Lost
10652,19,5,381.16999999999996,4,3,3,433,10,Loyal Customers
10653,48,6,364.2,3,3,3,333,9,Loyal Customers
10654,52,7,391.71999999999997,2,4,3,243,9,Loyal Customers
10655,5,6,314.85,4,3,3,433,10,Loyal Customers
10656,97,6,245.06,2,3,2,232,7,Potential Loyalists
10657,38,6,268.41,3,3,2,332,8,Potential Loyalists
10658,72,11,745.2099999999999,2,4,4,244,10,Loyal Customers
10659,3,7,305.3,4,4,3,443,11,Champions
10660,5,7,398.28,4,4,4,444,12,Champions
10661,96,9,250.85,2,4,2,242,8,Potential Loyalists
10662,82,6,329.08,2,3,3,233,8,Potential Loyalists
10663,10,14,946.4499999999999,4,4,4,444,12,Champions
10664,88,6,131.15,2,3,1,231,6,At Risk
10665,50,10,428.96000000000004,3,4,4,344,11,Champions
10666,68,4,231.01,2,2,2,222,6,At Risk
10667,147,2,67.02,1,1,1,111,3,Lost
10668,34,5,356.4,3,3,3,333,9,Loyal Customers
10669,47,12,964.61,3,4,4,344,11,Champions
10671,22,10,709.25,3,4,4,344,11,Champions
10672,79,7,626.24,2,4,4,244,10,Loyal Customers
10673,60,2,187.94,2,1,2,212,5,At Risk
10674,117,5,131.37,1,3,1,131,5,At Risk
10675,19,11,498.52,4,4,4,444,12,Champions
10676,59,3,113.15,2,1,1,211,4,Lost
10677,86,4,263.90000000000003,2,2,2,222,6,At Risk
10678,4,3,65.23,4,1,1,411,6,At Risk
10679,78,1,106.46,2,1,1,211,4,Lost
10680,144,5,241.89999999999998,1,3,2,132,6,At Risk
10681,22,6,300.52,3,3,3,333,9,Loyal Customers
10682,1,4,380.28,4,2,3,423,9,Loyal Customers
10683,26,4,333.57,3,2,3,323,8,Potential Loyalists
10684,9,10,721.5899999999999,4,4,4,444,12,Champions
10685,3,5,224.56,4,3,2,432,9,Loyal Customers
10686,1,7,317.41,4,4,3,443,11,Champions
10687,13,6,243.1,4,3,2,432,9,Loyal Customers
10688,95,8,386.42,2,4,3,243,9,Loyal Customers
10689,56,7,374.08000000000004,2,4,3,243,9,Loyal Customers
10690,95,6,329.22,2,3,3,233,8,Potential Loyalists
10691,2,5,246.42,4,3,2,432,9,Loyal Customers
10692,79,7,357.5,2,4,3,243,9,Loyal Customers
10694,73,4,250.71,2,2,2,222,6,At Risk
10695,4,5,413.41,4,3,4,434,11,Champions
10696,118,2,49.43000000000001,1,1,1,111,3,Lost
10697,19,5,398.71000000000004,4,3,4,434,11,Champions
10698,12,4,185.97,4,2,2,422,8,Potential Loyalists
10699,25,8,494.7,3,4,4,344,11,Champions
10700,53,6,393.69000000000005,2,3,3,233,8,Potential Loyalists
10701,41,4,306.56,3,2,3,323,8,Potential Loyalists
10702,49,5,510.46,3,3,4,334,10,Loyal Customers
10703,27,11,804.49,3,4,4,344,11,Champions
10704,106,3,170.28,1,1,1,111,3,Lost
10705,91,1,138.31,2,1,1,211,4,Lost
10706,87,3,132.14,2,1,1,211,4,Lost
10707,57,5,104.49,2,3,1,231,6,At Risk
10708,141,4,157.5,1,2,1,121,4,Lost
10709,19,8,874.61,4,4,4,444,12,Champions
10710,42,4,319.65999999999997,3,2,3,323,8,Potential Loyalists
10711,94,2,33.650000000000006,2,1,1,211,4,Lost
10712,29,3,241.96,3,1,2,312,6,At Risk
10713,20,6,309.83,3,3,3,333,9,Loyal Customers
10714,50,4,240.83,3,2,2,322,7,Potential Loyalists
10715,269,2,74.31,1,1,1,111,3,Lost
10716,221,2,274.08000000000004,1,1,2,112,4,Lost
10717,97,3,116.13,2,1,1,211,4,Lost
10718,207,2,71.19999999999999,1,1,1,111,3,Lost
10719,17,4,175.91000000000003,4,2,2,422,8,Potential Loyalists
10720,14,2,153.67000000000002,4,1,1,411,6,At Risk
10721,5,2,124.21000000000001,4,1,1,411,6,At Risk
10722,148,2,222.8,1,1,2,112,4,Lost
10723,53,3,167.55,2,1,1,211,4,Lost
10724,13,7,254.86,4,4,2,442,10,Loyal Customers
10725,3,8,791.77,4,4,4,444,12,Champions
10726,23,11,559.36,3,4,4,344,11,Champions
10727,74,4,224.88,2,2,2,222,6,At Risk
10728,87,4,143.16,2,2,1,221,5,At Risk
10729,78,5,334.1,2,3,3,233,8,Potential Loyalists
10730,26,5,217.04,3,3,2,332,8,Potential Loyalists
10731,179,4,321.99,1,2,3,123,6,At Risk
10732,23,3,216.96,3,1,2,312,6,At Risk
10733,124,6,288.62,1,3,3,133,7,Potential Loyalists
10734,76,5,577.67,2,3,4,234,9,Loyal Customers
10735,61,8,467.4,2,4,4,244,10,Loyal Customers
10736,230,4,173.44,1,2,2,122,5,At Risk
10737,71,5,124.94999999999999,2,3,1,231,6,At Risk
10738,77,8,495.7,2,4,4,244,10,Loyal Customers
10739,93,5,238.78,2,3,2,232,7,Potential Loyalists
10740,31,5,280.64,3,3,3,333,9,Loyal Customers
10741,9,2,341.47,4,1,3,413,8,Potential Loyalists
10742,67,4,235.94,2,2,2,222,6,At Risk
10743,98,6,444.54,2,3,4,234,9,Loyal Customers
10744,24,4,185.11999999999998,3,2,2,322,7,Potential Loyalists
10745,92,3,145.71,2,2,1,221,5,At Risk
10746,111,2,201.41,1,1,2,112,4,Lost
10747,115,6,382.84000000000003,1,3,3,133,7,Potential Loyalists
10748,105,7,194.48,1,4,2,142,7,Potential Loyalists
10749,111,4,699.3299999999999,1,2,4,124,7,Potential Loyalists
10750,18,7,392.72,4,4,3,443,11,Champions
10751,17,5,287.43,4,3,3,433,10,Loyal Customers
10752,65,4,95.8,2,2,1,221,5,At Risk
10753,61,3,206.74,2,2,2,222,6,At Risk
10754,92,5,372.15,2,3,3,233,8,Potential Loyalists
10756,103,4,257.52,1,2,2,122,5,At Risk
10757,202,5,439.14,1,3,4,134,8,Potential Loyalists
10758,97,8,291.49,2,4,3,243,9,Loyal Customers
10759,16,3,99.59,4,2,1,421,7,Potential Loyalists
10760,6,7,987.8199999999999,4,4,4,444,12,Champions
10761,17,6,422.73,4,3,4,434,11,Champions
10762,118,6,466.88000000000005,1,3,4,134,8,Potential Loyalists
10763,59,9,489.11,2,4,4,244,10,Loyal Customers
10765,170,1,26.99,1,1,1,111,3,Lost
10766,161,6,432.49,1,3,4,134,8,Potential Loyalists
10767,19,4,189.95,4,2,2,422,8,Potential Loyalists
10768,26,6,438.94,3,3,4,334,10,Loyal Customers
10769,16,7,353.84000000000003,4,4,3,443,11,Champions
10770,7,6,394.77000000000004,4,3,3,433,10,Loyal Customers
10771,13,8,535.5699999999999,4,4,4,444,12,Champions
10772,246,3,431.78999999999996,1,2,4,124,7,Potential Loyalists
10773,1,7,516.28,4,4,4,444,12,Champions
10774,69,3,138.73000000000002,2,2,1,221,5,At Risk
10775,1,11,610.12,4,4,4,444,12,Champions
10776,65,4,317.07,2,2,3,223,7,Potential Loyalists
10777,19,5,223.53,4,3,2,432,9,Loyal Customers
10778,8,10,573.5699999999999,4,4,4,444,12,Champions
10779,118,4,309.75,1,2,3,123,6,At Risk
10780,64,7,343.48,2,4,3,243,9,Loyal Customers
10781,94,3,183.32000000000002,2,2,2,222,6,At Risk
10782,3,7,429.67,4,4,4,444,12,Champions
10783,97,2,63.34,2,1,1,211,4,Lost
10784,154,4,375.22,1,2,3,123,6,At Risk
10785,9,2,311.22,4,1,3,413,8,Potential Loyalists
10786,57,8,348.73,2,4,3,243,9,Loyal Customers
10787,207,2,144.02,1,1,1,111,3,Lost
10788,5,5,342.36,4,3,3,433,10,Loyal Customers
10789,126,2,145.04,1,1,1,111,3,Lost
10790,231,2,74.8,1,1,1,111,3,Lost
10791,13,5,421.64,4,3,4,434,11,Champions
10792,27,5,479.13,3,3,4,334,10,Loyal Customers
10793,118,8,345.77,1,4,3,143,8,Potential Loyalists
10794,233,4,203.41,1,2,2,122,5,At Risk
10795,16,6,241.0,4,3,2,432,9,Loyal Customers
10796,94,7,207.5,2,4,2,242,8,Potential Loyalists
10797,25,8,439.64,3,4,4,344,11,Champions
10798,72,1,11.6,2,1,1,211,4,Lost
10799,3,9,514.38,4,4,4,444,12,Champions
10800,91,5,281.39,2,3,3,233,8,Potential Loyalists
10801,151,6,444.3,1,3,4,134,8,Potential Loyalists
10802,9,6,496.99,4,3,4,434,11,Champions
10803,32,5,401.19,3,3,4,334,10,Loyal Customers
10804,46,10,583.5,3,4,4,344,11,Champions
10805,45,8,323.53999999999996,3,4,3,343,10,Loyal Customers
10806,47,5,336.01,3,3,3,333,9,Loyal Customers
10808,127,2,230.10000000000002,1,1,2,112,4,Lost
10809,319,1,17.58,1,1,1,111,3,Lost
10810,93,3,178.25,2,2,2,222,6,At Risk
10811,65,4,270.25,2,2,2,222,6,At Risk
10812,16,7,245.85,4,4,2,442,10,Loyal Customers
10813,35,6,295.86,3,3,3,333,9,Loyal Customers
10814,66,8,645.55,2,4,4,244,10,Loyal Customers
10815,55,6,248.69,2,3,2,232,7,Potential Loyalists
10816,54,7,492.34000000000003,2,4,4,244,10,Loyal Customers
10817,241,2,63.510000000000005,1,1,1,111,3,Lost
10818,59,6,437.07000000000005,2,3,4,234,9,Loyal Customers
10819,24,7,438.11,3,4,4,344,11,Champions
10820,93,4,209.26999999999998,2,2,2,222,6,At Risk
10821,6,10,741.73,4,4,4,444,12,Champions
10822,18,6,344.98,4,3,3,433,10,Loyal Customers
10823,21,5,412.13,3,3,4,334,10,Loyal Customers
10824,12,7,263.82,4,4,2,442,10,Loyal Customers
10825,34,5,430.19,3,3,4,334,10,Loyal Customers
10826,70,5,251.33999999999997,2,3,2,232,7,Potential Loyalists
10827,134,10,1104.58,1,4,4,144,9,Loyal Customers
10828,84,5,296.73,2,3,3,233,8,Potential Loyalists
10829,13,3,208.52,4,2,2,422,8,Potential Loyalists
10830,95,8,434.07,2,4,4,244,10,Loyal Customers
10831,166,5,318.15999999999997,1,3,3,133,7,Potential Loyalists
10832,5,6,228.93,4,3,2,432,9,Loyal Customers
10833,127,2,157.8,1,1,1,111,3,Lost
10834,90,5,289.28,2,3,3,233,8,Potential Loyalists
10835,3,4,333.8,4,2,3,423,9,Loyal Customers
10836,16,9,529.41,4,4,4,444,12,Champions
10837,92,6,356.56,2,3,3,233,8,Potential Loyalists
10838,126,2,47.69,1,1,1,111,3,Lost
10839,49,10,729.27,3,4,4,344,11,Champions
10840,275,2,178.79,1,1,2,112,4,Lost
10841,94,6,434.07,2,3,4,234,9,Loyal Customers
10842,32,4,233.13,3,2,2,322,7,Potential Loyalists
10843,111,2,169.22,1,1,1,111,3,Lost
10844,69,5,214.97,2,3,2,232,7,Potential Loyalists
10845,26,3,92.02,3,2,1,321,6,At Risk
10846,44,3,285.87,3,2,3,323,8,Potential Loyalists
10847,110,4,232.19,1,2,2,122,5,At Risk
10848,25,6,504.48,3,3,4,334,10,Loyal Customers
10849,156,5,216.81,1,3,2,132,6,At Risk
10850,82,3,177.23000000000002,2,2,2,222,6,At Risk
10851,2,7,312.22,4,4,3,443,11,Champions
10852,35,6,347.19,3,3,3,333,9,Loyal Customers
10853,38,6,397.51,3,3,4,334,10,Loyal Customers
10854,15,3,110.47,4,2,1,421,7,Potential Loyalists
10855,2,5,448.07,4,3,4,434,11,Champions
10856,177,5,456.6,1,3,4,134,8,Potential Loyalists
10857,119,2,123.78,1,1,1,111,3,Lost
10858,41,7,420.9,3,4,4,344,11,Champions
10859,15,2,73.93,4,1,1,411,6,At Risk
10860,27,5,280.07,3,3,3,333,9,Loyal Customers
10861,47,4,192.63,3,2,2,322,7,Potential Loyalists
10862,136,2,111.15,1,1,1,111,3,Lost
10863,31,6,361.06,3,3,3,333,9,Loyal Customers
10864,66,4,180.2,2,2,2,222,6,At Risk
10865,44,8,329.56,3,4,3,343,10,Loyal Customers
10866,43,9,522.98,3,4,4,344,11,Champions
10867,185,2,342.48,1,1,3,113,5,At Risk
10868,141,5,378.15,1,3,3,133,7,Potential Loyalists
10869,6,1,134.9,4,1,1,411,6,At Risk
10870,63,5,233.37,2,3,2,232,7,Potential Loyalists
10871,67,8,501.35,2,4,4,244,10,Loyal Customers
10872,41,5,175.98,3,3,2,332,8,Potential Loyalists
10873,18,3,47.32,4,2,1,421,7,Potential Loyalists
10874,171,2,97.28999999999999,1,1,1,111,3,Lost
10875,83,6,282.0,2,3,3,233,8,Potential Loyalists
10876,63,8,834.28,2,4,4,244,10,Loyal Customers
10877,17,5,207.86,4,3,2,432,9,Loyal Customers
10878,133,3,277.26,1,2,3,123,6,At Risk
10879,150,2,70.64999999999999,1,1,1,111,3,Lost
10880,3,11,436.95,4,4,4,444,12,Champions
10881,13,3,117.80000000000001,4,2,1,421,7,Potential Loyalists
10882,74,9,726.9,2,4,4,244,10,Loyal Customers
10883,192,4,122.58,1,2,1,121,4,Lost
10884,164,4,360.24,1,2,3,123,6,At Risk
10885,122,6,377.70000000000005,1,3,3,133,7,Potential Loyalists
10886,77,5,249.82,2,3,2,232,7,Potential Loyalists
10887,14,8,309.21999999999997,4,4,3,443,11,Champions
10888,98,2,117.0,2,1,1,211,4,Lost
10889,57,1,72.97,2,1,1,211,4,Lost
10890,77,9,779.6,2,4,4,244,10,Loyal Customers
10891,22,7,514.13,3,4,4,344,11,Champions
10892,162,3,262.42,1,2,2,122,5,At Risk
10893,237,3,116.95,1,2,1,121,4,Lost
10894,32,3,76.88,3,2,1,321,6,At Risk
10895,9,6,316.34,4,3,3,433,10,Loyal Customers
10896,17,4,319.69,4,2,3,423,9,Loyal Customers
10897,125,3,219.29,1,2,2,122,5,At Risk
10898,18,7,319.01,4,4,3,443,11,Champions
10899,104,7,310.9,1,4,3,143,8,Potential Loyalists
10900,288,3,66.39,1,2,1,121,4,Lost
10901,101,4,377.87,1,2,3,123,6,At Risk
10902,13,6,223.92,4,3,2,432,9,Loyal Customers
10903,13,3,338.78999999999996,4,2,3,423,9,Loyal Customers
10904,87,6,294.49,2,3,3,233,8,Potential Loyalists
10905,55,6,788.32,2,3,4,234,9,Loyal Customers
10906,7,4,160.22,4,2,1,421,7,Potential Loyalists
10907,23,4,267.84000000000003,3,2,2,322,7,Potential Loyalists
10908,127,6,277.62,1,3,3,133,7,Potential Loyalists
10909,67,5,196.84,2,3,2,232,7,Potential Loyalists
10910,64,6,446.53,2,3,4,234,9,Loyal Customers
10911,74,7,603.59,2,4,4,244,10,Loyal Customers
10912,117,4,253.04,1,2,2,122,5,At Risk
10913,25,4,180.73000000000002,3,2,2,322,7,Potential Loyalists
10914,87,9,504.77,2,4,4,244,10,Loyal Customers
10915,10,6,620.4599999999999,4,3,4,434,11,Champions
10916,54,6,480.77000000000004,2,3,4,234,9,Loyal Customers
10917,263,4,250.07,1,2,2,122,5,At Risk
10918,39,6,356.23,3,3,3,333,9,Loyal Customers
10919,31,6,297.55,3,3,3,333,9,Loyal Customers
10920,18,10,894.86,4,4,4,444,12,Champions
10921,43,5,305.93,3,3,3,333,9,Loyal Customers
10922,44,6,286.97,3,3,3,333,9,Loyal Customers
10923,76,3,274.49,2,2,2,222,6,At Risk
10924,71,3,188.70000000000002,2,2,2,222,6,At Risk
10925,93,4,210.79,2,2,2,222,6,At Risk
10926,14,5,243.82,4,3,2,432,9,Loyal Customers
10927,103,4,132.86,1,2,1,121,4,Lost
10928,6,12,579.51,4,4,4,444,12,Champions
10929,48,6,428.31,3,3,4,334,10,Loyal Customers
10930,38,3,247.01,3,2,2,322,7,Potential Loyalists
10931,2,5,135.52,4,3,1,431,8,Potential Loyalists
10932,129,4,331.0,1,2,3,123,6,At Risk
10933,31,7,276.54,3,4,2,342,9,Loyal Customers
10934,8,6,448.5,4,3,4,434,11,Champions
10935,20,12,1049.96,3,4,4,344,11,Champions
10936,76,8,536.92,2,4,4,244,10,Loyal Customers
10937,46,3,76.67,3,2,1,321,6,At Risk
10938,94,4,175.05,2,2,2,222,6,At Risk
10939,6,6,345.5,4,3,3,433,10,Loyal Customers
10940,28,3,91.24000000000001,3,2,1,321,6,At Risk
10941,173,4,244.08,1,2,2,122,5,At Risk
10942,111,8,435.16,1,4,4,144,9,Loyal Customers
10943,19,6,771.22,4,3,4,434,11,Champions
10944,47,4,227.78,3,2,2,322,7,Potential Loyalists
10945,18,6,510.9,4,3,4,434,11,Champions
10946,25,9,365.99,3,4,3,343,10,Loyal Customers
10947,58,4,296.65,2,2,3,223,7,Potential Loyalists
10948,19,4,140.45999999999998,4,2,1,421,7,Potential Loyalists
10949,35,2,95.55,3,1,1,311,5,At Risk
10950,7,4,260.0,4,2,2,422,8,Potential Loyalists
10951,5,6,432.20000000000005,4,3,4,434,11,Champions
10952,14,6,279.53000000000003,4,3,3,433,10,Loyal Customers
10953,107,3,196.48,1,2,2,122,5,At Risk
10954,4,8,629.19,4,4,4,444,12,Champions
10955,1,10,376.68,4,4,3,443,11,Champions
10956,8,7,331.65,4,4,3,443,11,Champions
10957,21,12,936.53,3,4,4,344,11,Champions
10958,51,6,272.59,3,3,2,332,8,Potential Loyalists
10959,132,3,212.28000000000003,1,2,2,122,5,At Risk
10960,62,2,115.57,2,1,1,211,4,Lost
10961,35,9,343.44,3,4,3,343,10,Loyal Customers
10962,220,5,152.97,1,3,1,131,5,At Risk
10963,132,4,160.67000000000002,1,2,1,121,4,Lost
10964,343,1,108.4,1,1,1,111,3,Lost
10965,13,6,358.65999999999997,4,3,3,433,10,Loyal Customers
10966,237,2,163.43,1,1,1,111,3,Lost
10967,11,6,610.25,4,3,4,434,11,Champions
10968,30,5,451.71000000000004,3,3,4,334,10,Loyal Customers
10969,56,4,170.21,2,2,1,221,5,At Risk
10970,8,8,356.02,4,4,3,443,11,Champions
10971,111,3,103.35000000000001,1,2,1,121,4,Lost
10972,16,9,725.55,4,4,4,444,12,Champions
10973,33,7,857.1999999999999,3,4,4,344,11,Champions
10974,110,5,228.89,1,3,2,132,6,At Risk
10975,169,5,165.47,1,3,1,131,5,At Risk
10976,35,5,217.66,3,3,2,332,8,Potential Loyalists
10977,35,7,387.12,3,4,3,343,10,Loyal Customers
10978,214,1,90.64,1,1,1,111,3,Lost
10979,25,6,391.37,3,3,3,333,9,Loyal Customers
10980,98,5,411.56,2,3,4,234,9,Loyal Customers
10981,79,4,394.23,2,2,3,223,7,Potential Loyalists
10982,26,7,345.76,3,4,3,343,10,Loyal Customers
10983,2,7,538.98,4,4,4,444,12,Champions
10984,18,6,255.97000000000003,4,3,2,432,9,Loyal Customers
10985,69,6,439.38,2,3,4,234,9,Loyal Customers
10986,72,6,158.14,2,3,1,231,6,At Risk
10987,9,8,286.1,4,4,3,443,11,Champions
10988,42,4,82.80000000000001,3,2,1,321,6,At Risk
10989,27,8,408.0,3,4,4,344,11,Champions
10990,76,3,57.379999999999995,2,2,1,221,5,At Risk
10991,183,3,215.03000000000003,1,2,2,122,5,At Risk
10992,40,6,197.76,3,3,2,332,8,Potential Loyalists
10993,62,6,554.17,2,4,4,244,10,Loyal Customers
10994,30,5,549.05,3,3,4,334,10,Loyal Customers
10995,64,4,343.83,2,2,3,223,7,Potential Loyalists
10996,192,7,610.85,1,4,4,144,9,Loyal Customers
10997,181,6,585.1800000000001,1,4,4,144,9,Loyal Customers
10998,56,5,305.06,2,3,3,233,8,Potential Loyalists
10999,146,1,96.68,1,1,1,111,3,Lost
